,company,title,url,city,district,remain_address,career,education_date,stack,main_task,qualification,more,duetime,years_of_experience,established_date,total_employees,company_type,view
47,쥬비스다이어트,DA 경력직 채용,https://www.jumpit.co.kr/position/22442,서울,강남구,"삼성로 434, 지하2층,3층,14층,15층",경력 5~10년,고등학교졸업 이상,"R, Python","• 전사 DATA 기준 관리, 신규 기준 생성
• 비즈니스 관점 데이터 분석 및 인사이트 도출
• 데이터수집 및 품질 관리 및 프로세스 개선","• 5년 이상의 관련 경력자
• 데이터 품질 관리 및 데이터 ETL프로세스 관리 능력자
• 비즈니스 관점 데이터 분석 및 통계를 바탕으로 인사이트 도출 및 개선 경험자
• 협업 통한 데이터 수집 및 품질 프로세스 개선 경험자
• 프로그래밍 언어(Python, R 등)에 대한 이해 및 사용 능력자","• 데이터 관련 전공(통계학/컴퓨터공학 등) 혹은 데이터관련 교육 이수자
• 퍼블릭 클라우드(AWS) 이해도가 있으신 분
• 우수한 커뮤니케이션 역량 보유자
• BI 관련 경험이 있으신 분",상시,13,2012-4-26,342,,990
48,오케스트로,Data Engineer (Cloud),https://www.jumpit.co.kr/position/20910,서울,영등포구,"국제금융로 52 SIMPAC 6,7층",경력 3~10년,무관,"Golang, Kafka, Java, Kubernetes, ELK, Python","• 내-외부 원천 데이터를 수집, 가공, 적재
• 데이터 티어 파이프라인 설계 및 구축 
• 데이터 처리 업무 및 테스트 담당
• 데이터 ETL Programming 작성","• 데이터 파이프라인 구축 경험이 있으신 분
• 데이터 생성, 수집, 가공 후 저장 업무를 수행하신 분
• 데이터 ETL Programming 경험이 있으신 분 ","• 데이터 구조 이해 및 효율적인 SQL 사용 가능
• 하나 이상의 프로그래밍 언어(Java, Go, Python 등) 사용 경험
• ETL/ELT 프로세스 구축 경험 또는 데이터레이크 구축/운영 경험
• 서비스 모니터링 환경 구축 및 관리, 트러블 슈팅 및 데이터 수집 개선 경험
• RDBMS, NSQL 구축 및 Tuning 가능 ",상시,7,2018-4-30,396,"중소기업, 주식회사","2,723"
49,화해(버드뷰),Data Scientist,https://www.jumpit.co.kr/position/21825,서울,서초구,"서초대로 396, 19층",경력 5~15년,무관,"R, Python, SQL","• 제품/비즈니스 성장을 위한 지표 설계 및 대시보드 개발
• 제품/비즈니스 문제 해결을 위한 실험 설계
• 핵심 지표 모니터링 및 지표 변동의 root cause 분석
• 데이터 분석 결과를 바탕으로 비즈니스 성과 달성을 위한 전략 및 액션 아이템 제안
• 데이터 기반 사고와 실험 활성화를 위한 전사적인 코칭 및 컨설팅","• Data Scientist 관련 업무 (데이터 기반의 문제 해결, 인사이트 도출)를 최소 5년 이상 전담하시거나 그에 준하는 실력이 있으신 분
• 모바일 서비스 데이터 분석 방법 (LTV, AARRR, Cohort, Funnel 등)에 대한 이해도가 높으신 분
• 수학적/통계적 지식과 높은 수준의 논리적 사고와 문제 해결 능력이 있으신 분
• 실질적인 action을 위한 데이터 분석 능력 및 제품/비즈니스 관련 통찰력이 있으신 분
• SQL, Python, R 등을 통해 raw 데이터 추출부터 분석까지 가능하신 분
• 논리적 사고를 바탕으로 상대방에게 의견을 잘 전달하실 수 있으신 분
• 회사 내부 구성원들과 협업 및 다양한 팀과의 원활한 커뮤니케이션이 가능하신 분","• 데이터 기반의 인사이트를 통해 비즈니스 지표 상승이나 문제 해결을 경험하신 분
• 사업 조직과 밀접하게 일하며 비즈니스 임팩트를 만들어 낸 경험이 있으신 분 (손익, 비용 등의 사업 지표에 대한 높은 이해도를 가지신 분)
• 로그 수준의 데이터 수집/가공부터 분석까지의 전체 프로세스를 경험하신 분
• 예측 분석, 인과 추론을 위한 모델링을 해 본 경험이 있으신 분
• 웹/모바일 애플리케이션 분석 경험이 있으신 분
• 커머스 또는 광고 플랫폼이나 비즈니스 분석 경험이 있으신 분",상시,11,2014-6-24,164,"스타트업, 중견기업, 주식회사",282
50,이마고웍스,Data Pipeline Team Leader,https://www.jumpit.co.kr/position/21903,서울시,강남구,강남대로 636,경력 2~7년,대학교졸업(4년) 이상,"JavaScript, Python","• 인공지능을 위한 데이터 파이프라인 팀 리딩
• 데이터를 수집하는 Data Garage 개발
   - 대용량 데이터 전송 프로그램
   - 비식별화, 익명화 등
• 변환/추출/적재하는 Data ETL 개발
   - AI를 이용한 자동 labeling 시스템 개발
   - 자동 분류, 자동 검수 시스템 개발
• 데이터를 관리하는 사내 플랫폼 Data Farm 개발
   - 서버, DB, 클라이언트 개발

[커리어 비전]
• DataOps를 시작으로 MLOps까지 시스템을 개발 및 운영할 수 있게 됩니다.
• 인공지능 데이터 파이프라인을 기반으로 비지니스 데이터 파이프라인까지 확장하여 DDD를 위한 시스템을 구축, 운영, 관리할 수 있게 됩니다.","• 컴퓨터 공학 또는 소프트웨어 개발과 관련된 학과 학사 졸업 이상
• 인공지능 데이터 파이프라인 구축 관련 경력 2년 이상이신 분
• Python, JavaScript가 능숙하신 분","• Mesh 또는 CT 데이터를 다루는 개발 경험이 있으신 분
• MLOps 또는 DataOps에 대한 개발 경험이 있으신 분",상시,6,2019-11-28,88,"중소기업, 주식회사",507
51,롯데헬스케어,Data Scientist,https://www.jumpit.co.kr/position/21690,서울,송파구,올림픽로 300,경력 2~9년,무관,"R, AI/인공지능, MachineLearning, Python, SQL","• 전사적으로 발생하는 다양한 문제들을 데이터를 기반으로 해결 방법을 찾고 결과를 동료에게 효과적으로 전달
• 맞춤형 건강관리, 상품 추천 등 다양한 헬스케어 앱 서비스를 위한 알고리즘 개발 및 고도화
   (e.g., 추천 모델, 랭킹 모델, 최적화, 생성형 모델, 추론/예측 모델 등)
• 클라우드 환경에서 데이터를 수집 및 가공하고 모델을 구축
• 최신 AI(ML/DL) 기술 연구 동향을 파악하여 비즈니스에 접목","• 데이터 분석 및 모델링 경력 2년 이상 또는 그에 준하는 역량을 보유하신 분
• 대표적인 ML/DL 모델을 이해하고 특징 및 차이에 대해 이해하고 계신 분
• Python, SQL, R 등의 프로그래밍 언어로 개발이 가능하신 분
• 문제를 해결하기 위해 스스로 필요한 데이터를 정의, 확보 및 분석할 수 있는 분
• 명확한 문제정의를 바탕으로 해결 방법을 고안하고 분석한 결과를 효과적인 커뮤니케이션 스킬을 통해 전달 할 수 있는 분
• 내가 제안한 설계와 개발한 코드에 대한 비판에도 열린 커뮤니케이션이 가능한 분","• 헬스케어 관련 데이터에 대한 경험/이해가 있는 분
• MLOps를 이용하여 실제 서비스를 운영 해본 경험이 있으신 분
• 주도적으로 문제를 해결하고 개선하고자 하는 의지를 가진 분
• 헬스케어 도메인에서 무언가를 이뤄보고 싶으신 분",상시,3,2022-4-1,89,"대기업, 주식회사","1,590"
52,메이크스타,Senior Data Analyst 경력직 모집 ,https://www.jumpit.co.kr/position/20031,서울시,강남구,학동로23길 29,경력 5~20년,무관,"MySQL, Google Tag Manager, Amazon Aurora, Google Analytics, Google BigQuery, Google Cloud Storage, PostgreSQL, Redash, Google Cloud SQL, Grafana","합류하시면 이렇게 일해요
• Data Analyst는 메이크스타의 제품 조직인 스쿼드(Squad)에 속합니다.
• 스쿼드는 PO/UX 디자이너/개발자/데이터 분석가 등 2~8명의 직군으로 구성됩니다.
• 각 스쿼드는 작은 스타트업처럼 자율성과 책임을 갖고 일합니다.
• 빠른 실행을 통해 가설을 검증하며, 점진적으로 큰 변화를 만듭니다.
• 데이터에 기반한 의사결정을 통해 제품을 만들고, 그에 대한 성과를 측정하고 학습/공유합니다.

이런 것을 경험할 수 있어요
• 전사에서 Data-Driven 의사 결정을 할 수 있도록 전사의 북극성 지표 (North Star Metric)지표들을 설정하고 각 스쿼드 OKR 설계를 도울 수 있습니다.
• 스쿼드의 가설을 함께 세우고, 실험 설계, 실험, 분석할 수 있습니다.
• 동료들의 신뢰를 받고, 제품과 사업의 필요한 지표의 우선순위를 정할 수 있습니다.
• 글로벌 시장에서 빠르게 성장하는 K-pop 시장의 변화를 주도할 수 있습니다.","[이런 분과 함께하고 싶어요]
• 데이터 분석 경력 5년 이상이며, 데이터를 활용해 실제 제품을 개선해 본 경험이 있는 분
• 서비스 데이터 분석 방법(Funnel Analysis, Retention, Cohort Analysis, Customer Lifetime Value 등)에 대한 깊은 이해가 있는 분
• SQL을 사용하여 직접 데이터를 가공하고 추출할 수 있는 분
• BI/시각화 도구(Tableau, Grafana, Redash, Superset 등)를 활용한 대시보드를 구축해본 분
• 데이터의 결과에 대해 다양한 부서 동료들과 효과적인 커뮤니케이션이 가능한 분

[이런 기술을 활용해요]
• Google BigQuery, Google Cloud Storage
• Google Cloud SQL for PostgreSQL
• Amazon Aurora MySQL
• Google Analytics 4, Google Tag Manager
• Apache Airflow
• Redash, Grafana","[이런 분이면 더 좋아요]
• 전체 서비스 관점에서 필요한 분석을 경영진과 이야기하면서 주도적으로 찾고 실행할 수 있는 분
• 팀 전체가 데이터를 어떻게하면 더 잘 볼 수 있을까 고민하는 분
• 프로그래밍 언어(Python, R 등)를 이용해 데이터 분석 및 관련 프로젝트를 진행한 분",상시,,기업형태,,"스타트업, 중소기업, 외국인 투자기업, 주식회사, 연구소, 수출입 기업","1,863"
53,콘센트릭스서비스코리아,디지털 웹 개인화 캠페인 성과 분석 (차장~부장),https://www.jumpit.co.kr/position/18939,서울,용산구,한강대로 95,경력 10~20년,무관,"MongoDB, MySQL, NoSql, Google Analytics, MSSQL, SQL, MariaDB","• 데이터 기반 디지털마케팅 활동 분석 및 인사이트 도출
• DMP, ADH 등 3rd-party 데이터를 활용한 오디언스 분석 및 타겟팅 제안","• 디지털 캠페인/광고 분석 경험이 있는 분 
• 비즈니스 문제 정의와 가설 수립 및 검증까지 단계를 설계할 수 있는 분
• 디지털 캠페인/광고 데이터 활용 경험 (Social, Search, GA, DMP 등)이 있는 분
• SQL(MySQL/MSSQL 등)을 사용하여 효율적으로 데이터 추출 가능한 분
• 기획, 분석, 운영 경험 및 PM 경험이 있는 분
• 빅데이터 환경(MySQL, MariaDB, NoSQL, MongoDB 등)에서 데이터 수집 및 핸들링 경험이 있는 분 
• 데이터 분석 관련 실무 경력이 10년 이상이거나 그에 준하는 역량이 있는 분
• 의사결정을 진행하는 과정에서 효과적인 공감대 형성과 설득을 위한 정량 분석/인사이트 시각화/리포팅 가능한 분","• 데이터 통계 분석 관련 전공자(통계, 수학, 산업공학, 컴퓨터공학 등)
• GA Tagging에 대한 이해 가능한 분
• GCP Bigquery 활용 가능한 분
• Google DataStudio 운영 경험자
• Google ADH 사용 경험자 
• Oracle DMP 사용 경험자 
• 비즈니스 영어 가능한 분",상시,11,2014-1-22,,"중소기업, 외국 법인기업, 유한회사","2,387"
54,에스피에이치,"DW 아키텍쳐, 컨설턴트,  PL급, Cloud전문가 ",https://www.jumpit.co.kr/position/10551,서울,마포구,"마포대로 92,  효성해링턴스퀘어 A동 3층",경력 3~15년,대학교졸업(4년) 이상,"BigData, aws, gcp, google bigquery, MachineLearning, DeepLearning, Python, SQL, Dm, Dw","• 경쟁업체와 차별화된 AI + BI팀으로 함께 성장하고 시장에 도전
• 빅데이터 통계분석, DW, DM 구축, 다양한 고객사 프로젝트 분석, 설계 수행
• 태블로(Tableau) 등 시각화 솔루션을 활용한 대시보드개발 프로젝트 수행
• 도시정보 분석사이트 '데이터샘'과 같은 내외부 웹사이트 개발, 운영	","• DW 아키텍쳐 경험, 클라우드 환경하의 DW, DM 구축 경험자
• 시각화 대시보드, 관련 SI프로젝트 경험자
• 데이터 모델링, DW, DM 실무, SQL 능숙","• 프로젝트팀 리딩, PL 및 DW 아키텍쳐 경험을 해보신 분
• 웹사이트 크롤링, ETL, 빅데이터 아키텍쳐 구축 경험자 
• AWS, GCP 환경하의 대용량데이터 처리, 운영 경험자 
• Tableau(태블로), SpotFire등 BI분야 프로젝트 경험자
• 관련 자격증, 빅데이터 분석경험, SQL 전문가
• AI분야(머신러닝, 딥러닝)에 대한 역량",상시,16,2009-6-4,40,"중소기업, 주식회사, 병역특례 인증업체",345
55,피에트,Senior Business / Data Analyst 채용,https://www.jumpit.co.kr/position/22985,서울,강남구,봉은사로44길 1,경력 6~12년,대학교졸업(4년) 이상,"Python, BI, SQL, Google BigQuery, Tableau","FIET의 Data Analyst는 유저들의 데이터를 분석하여 앱 사용 개선점을 찾아내어 사용자들이 쉽고 편하게 건강을 관리할 수 있도록 돕는 일을 합니다. 
또한, 데이터에 기반하여 자사 전략 방향 및 Business Impact 개선을 위한 인사이트를 도출하고 실질적인 비즈니스 의사 결정을 지원 합니다.

• 서비스 및 비즈니스 Impact 개선을 위한 데이터 분석 및 Insight/개선 과제 도출
• 고객 경험 개선을 위한 다양한 실험 설계 및 분석
• 데이터 중심의 의사 결정을 위한 분석 업무 
• 핵심 지표 모니터링/시각화 및 C레벨 Reporting
• 서비스 관련 알고리듬 개발/개선 조직을 지원하기 위한 유저 데이터 분석 Support","• DA/BI 관련 업무 경력 6년 이상이신 분
• SQL, 빅쿼리, Python 등을 활용해 문제 해결을 위한 가설 설정-데이터 추출/가공-분석-보고서 작성까지 비즈니스 분석 전체 과정에 대한 경험이 많은 분
• 서비스 분석방법(Cohort, Funnel, A/B Test 등)에 대한 경험이 있는 분
• 서비스 개선 또는 비즈니스 방향 도출 업무 경험이 있는 분
• 구조적 사고 기반의 PPT Documentation 및 커뮤니케이션 역량을 갖추신 분","• Tableau, GA 등 분석/BI 툴 사용 경험이 있으신 분
• 컴퓨터 공학/통계학 등 연관 학과 졸업자
• 스스로 문제를 정의하고 가설적/구조적 사고 기반의 문제 해결 역량이 뛰어나신 분 
• 전략 컨설팅펌 경력이 있는 분 
• 건강 관리 분야에 관심이 많으신 분",2024-03-13,3,2022-2-3,41,"중소기업, 주식회사",144
56,케이티넥스알,[kt NexR] Data Architect 채용,https://www.jumpit.co.kr/position/22747,서울,송파구,올림픽로 295 삼성생명 잠실빌딩 16층,경력 3~15년,대학교졸업(4년) 이상,"Hive, Kafka, Hadoop, NoSql, Etl, Java, Spark, SQL, Dw","• Data Mart 구축
• SQL 튜닝
• Data 이행 및 ETL 개발
• 데이터 수집, 처리","• 경력 : 관련 경력 3년 ~ 10년
• 데이터 분석, 모델링 경험(OLTP/OLAP)
• DW/Data Mart 구축 경험
• 데이터 표준화 및 품질관리 경험
• DB 통합 및 최적화 경험","• Hadoop 및 Hadoop Eco 활용 가능자(Hadoop, Spark, Kafka, Hive, Oozie, NoSQL 등)
• 통신/금융 프로젝트 경험자(DB를 사용한 Web/Java 등의 개발 경력은 제외함",상시,18,2007-1-31,114,"대기업, 주식회사",442
57,이랜드이노플,"Data Engineer (Python, SQL)",https://www.jumpit.co.kr/position/20068,서울,금천구,"가산디지털1로 88, 17, 18층",경력 3~7년,대학교졸업(4년) 이상,"Python, SQL","[Data Science팀 소개]
Data Science팀은 이랜드 그룹 내/외부 고객을 대상으로, 데이터 기반 인사이트를 도출하여 비즈니스 프로세스 개선 및 차별화된 전략 수립에 기여하고 있습니다. 데이터 수집, 전처리, 시각화, 예측 모델링 및 최적화, 데이터 컨설팅 등의 다양한 작업을 수행하고 있으며, 머신러닝 및 딥러닝 알고리즘을 적용하여 복잡한 문제를 해결 합니다. 그 동안 축적한 레퍼런스를 기반으로 빅데이터 기반 트렌드 분석 서비스의 출시를 준비하고 있습니다.


[주요업무]
""데이터 분석을 위한 데이터 파이프라인을 전반적으로 구축/관리하는 직무입니다. 
웹 크롤링, 데이터 파이프라인 관리, DW 적재 등 데이터의 수집부터 가공, 적재 전 과정을 수행합니다.""									

• 소셜미디어 및 웹사이트 크롤링과 API 기반의 데이터 수집 개발/관리									
• Airflow를 통한 데이터 파이프라인 관리 및 ETL","• Python, SQL 사용에 능숙하신 분
• ETL 경험 및 스스로 데이터 아키텍처 설계가 가능한 분
• 대량의 웹 크롤링 경험이 있으신 분","• Airflow, Kafka, ElasticStack, 클라우드 기반 프로젝트 경험
• AI/ML 서비스를 경험했거나 MLOps에 관심이 있는 분
• 혼자가 아닌 함께 프로젝트를 진행하며 후배를 양성하는 의지와 관심이 있으신 분
• 주체적으로 일을 진행하고 패션, 유통 비즈니스적 관점이 있으신 분",상시,34,1991-1-31,128,"대기업, 외부감사법인",810
58,앤서스랩코리아,[Platform] Database and Data Processing Engineer ,https://www.jumpit.co.kr/position/13345,서울,강남구,"언주로 609, 4층",경력 3~10년,무관,"Kotlin, R, C++, NoSql, Apache Flink, Java, AWS, Python, Spark, C#","• Real-time 또는 Batch 로 동작하는 Data processing 유닛 개발									
• 관계형 데이터 분석 및 데이터 추출									
• 관계형, 반구조형 데이터 schema 설계									
• 해외 정부 규정에 맞는 데이터 공급									
","• CS/CE 학사 또는 이에 상응하는 배경 지식이 있는 분									
• 3년 이상의 관계형 데이터베이스 기반 서비스 개발 경험이 있는 분 									
• 데이터 정규화, 인덱스 전략 수립, 쿼리 플랜 분석 및 튜닝 등 관계형 데이터베이스의 이해가 높은 분									
• Java/Kotlin/Scalar 또는 C++/C# 등의 엔터프라이즈 환경 개발 언어 하나 이상 능숙한 분									
• ES/Python/R 등 script 언어 중 하나 이상 능숙한 분									
• Framework 기반 backend 서비스 개발 경험이 있는 분									
","• Spark, Flink와 같은 streaming framework 기반 개발 경험이 있는 분									
• Kafka 등을 이용한 event sourcing 패턴 서비스 개발 경험이 있는 분									
• AWS serverless application, data products 기반 제품 응용 경험이 있는 분									
• High scalable NoSQL databases를 활용한 서비스 구현 또는 운영 경험이 있는 분									
",상시,11,2014-2-14,,"중소기업, 외국 법인기업, 유한회사",610
59,넥서스커뮤니티,STT/LLM 모델 연구 및 개발자 채용,https://www.jumpit.co.kr/position/22046,서울,영등포구,여의대로 108 파크원 타워2 19층,경력 7~20년,무관,"Linux, DeepLearning, NLP, Python","• STT/LLM 모델 연구 및 개발									
• 모델 REST API 연구 및 개발									
• 신규 모델 연구 및 개발									
• 유지보수									
","• Python 프로그래밍 언어 / 딥러닝 프레임워크									
• LINUX 환경 능숙자 / NLP 처리 경험									
• DRF									
• LLM 모델 사용 경험									
• DB 데이터 처리 능숙									
• 데이터 파이프 라인 개발 경험									","• LLM 파인튜닝 경력									
• STT 음성인식 파인 튜닝 및 개발 경력",상시,34,1991-12-30,81,,331
60,오케스트로,Data Developer (Cloud Monitoring Platform),https://www.jumpit.co.kr/position/20892,서울,영등포구,"국제금융로 52 SIMPAC 6,7층",경력 5~15년,무관,"Spring Boot, Spring Cloud, IntelliJ IDEA, Java, Spring Data JPA, QueryDSL, Elasticsearch, Mybatis","• 클라우드 모니터링 솔루션 개발 
• 데이터 수집 pipeline 개발","• Java 11 버전 이상 개발 경험이 있으신 분 
• SpringBoot를 이용한 Web Application 개발 경험이 있으신 분 
• JPA, MyBatis 사용 경험이 있으신 분 
• RDBMS(MySQL, PostgresSQL..) 경험이 있으신 분","• ElasticSearch, Logstash 사용 경험이 있으신 분 
• Big data 처리 경험이 있으신 분
• 데몬, 배치 개발 경험이 있으신 분 
• AWS, GCP 등 public cloud 환경 경험이 있으신 분 
• 프로젝트 리딩 또는 관리 경험이 있으신 분 
• 비즈니스 로직에 대한 이해를 바탕으로 API와 데이터 모델을 설계할 수 있으신 분 
• 코드리뷰에 거부감이 없으신 분 
• 자신이 경험한 프로젝트에 대해 구체적이고 명료한 설명을 할 수 있으신 분 
• 주도적으로 문제를 찾고 해결할 수 있으신 분 
• 모니터링 프로세스 및 솔루션 개발 경험이 있으신 분 
• 협업툴 사용 경험(Jira, Git, Confluence)이 있으신 분",상시,7,2018-4-30,396,"중소기업, 주식회사","2,723"
61,로보코리아,[로보코리아] ML Engineer (Data Engineer),https://www.jumpit.co.kr/position/21068,서울,강남구,"테헤란로25길 7, 6층",경력 1~5년,무관,"MachineLearning, TensorFlow, Python, PyTorch","• 대규모 음성 및 텍스트 학습데이터 수집을 위한 파이프라인 운영 및 관리
• 효율적인 데이터 관리를 위한 데이터 처리 기술 최적화
• 수집된 고품질 데이터 전/후 처리를 통한 학습 데이터 가공 및 정제
• TTS 결과물 음성 데이터에 대한 체계적이고 측정 가능한 평가 척도 개발
• Research 팀과의 협력을 통해 대규모 데이터에 기반한 EDA 수행 및 인사이트 도출","• 신중하고 꼼꼼한 성격을 지니신 분
• Python 언어를 사용한 개발에 익숙하신 분
• PyTorch, TensorFlow 기반의 ML 모델을 활용한 학습 및 평가 경험이 있으신 분","• 데이터셋 수집 및 관리 경험이 있으신 분
• 대규모 데이터 수집을 위한 파이프라인을 구축/운영/관리 해보신 경험이 있으신 분
• 데이터 엔지니어링 경험이 있으신 분
• 음성 데이터 처리 경험이 있으신 분

[이런 분을 선호합니다.]
• 솔직하신 분!
• 항상 자기계발에 진심이신 분!
• 본인 업무에 애착이 있고 잘해야만 하는 분!
• 놀 땐 놀고 일할 땐 일할 줄 아시는 분!
• 효율성과 프로세스를 고민하고 또 고민하시는 분!
• 자신의 성장을 위해 노력하시는 분!
• 매사에 주도적이고, 책임감이 강하신 분!",상시,9,2016-11-24,33,"중소기업, 주식회사, 병역특례 인증업체",210
62,페니로이스,Data Scientist in Financial,https://www.jumpit.co.kr/position/8228,서울시,종로구,율곡로2길 7 서머셋팰리스서울 4층,경력 2~10년,대학교졸업(4년) 이상,"R, BigData, MachineLearning, Python","• 금융기관 대상 빅데이터 분석 및 머신러닝 모형개발
• 최적화 알고리즘 또는 강화학습 알고리즘을 활용한 다양한 전략개발
• 통신, 카드 또는 입출금 거래내역 데이터 등 금융기관 활용 가능한 대안 데이터 활용 데이터 활용 데이터 분석 및 통계모델 개발
• 금융기관 대상 데이터분석, 통계모델 또는 전략개발","• 4년제 대학 졸업 이상 
• 통계/수학 및 유사/관련학과 졸업자","• 석/박사 졸업자 우대
• 해외 학위나 영어 능통자 우대
• 금융권 관련 업무 종사자나 금융권 대상 컨설팅 프로젝트 경험자
• 각종 분석 패키지(SAS, SPSS, ML 등) 또는 오픈 소스(Python, R 등)DMF 활용 데이터 분석 및 모형개발 프로젝트 경험자",상시,16,2009-10-1,,"중소기업, 주식회사",172
63,몰로코,[Moloco] Senior Data Scientist - Ads Performance,https://www.jumpit.co.kr/position/21110,서울시,강남구,테헤란로 231 센터필드 WEST 8층,경력 3~20년,대학교졸업(4년) 이상,"R, MachineLearning, Python, SQL, Pandas","[ The Impact You'll Be Contributing to Moloco ]
Product Data Science (PDS) is the global team of data scientists whose mission is to provide data-driven insights to improve decision-making and design, resulting in best-in-class Demand Side Platform (DSP) products and services. As a senior data scientist in PDS, you will derive performance improvement and cost efficiency in our product through a deep understanding of the ML and infra system and provide a data-driven insight and scientific solution.

[ The Opportunity ]
• Data Analysis and Research: analyzing a large dataset with queries and scripts, extracting valuable signals from noise, and producing actionable insights into how we could complete and improve Moloco’s complex ML and bidding system.
• Simulation and Modeling: validating and quantifying the efficiency and performance gain from hypotheses through rigorous simulation and modeling.
• Experimentation and Causal Inference: developing a robust experiment design and metric framework and providing reliable and unbiased insights for product and business decision-making.","• Bachelor’s degree in a quantitative discipline (e.g., Statistics, Operations Research, Bioinformatics, Economics, Computational Biology, Computer Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering).
• 3+ years of work experience in data science-related fields or an advanced degree such as a Master’s or Ph.D. in a quantitative discipline with 2+ years of experience
• Distinctive problem-solving skills, good at articulating product questions, pulling data from large datasets, and using statistics to arrive at a recommendation.
• Excellent verbal and written communication skills, with the ability to present information and analyze results effectively.
• Ability to build positive relationships within DSA and with our stakeholders and work effectively with cross-functional partners in a global company.
• Statistics: must have strong knowledge and experience in experimental design, hypothesis testing, and various statistical analysis techniques such as regression or linear models.
• Machine Learning: must have a deep understanding of ML algorithms (i.e., deep learning, random forest, gradient boosted trees, k-means clustering, etc.) and their development, validation, and evaluation.
• Programming: experience with Python, R, or other scripting languages, and database language (e.g., SQL) or data manipulation (e.g., Pandas, Dplyr) are required.","• Advanced degree such as Master’s or PhD in a quantitative discipline.
• Ability to manage multiple projects at the same time while paying attention to detail and translating analysis results into business recommendations.
• Proven ability to own projects end-to-end, even when you have to get creative: you do more than complete delegated tasks.
• Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.",상시,11,2014-10-29,150,"중소기업, 외국 법인기업, 병역특례 인증업체","1,283"
64,피엠인터내셔널코리아,BI specialist,https://www.jumpit.co.kr/position/22435,서울,영등포구,의사당대로 8 602호,경력 5~10년,"대학졸업(2,3년) 이상(졸업예정자 가능)","QlikView, DB, BI, AZURE, PowerBI, SQL","• Collect and maintain the set of business reporting requirements.
• Implement BI reports based on the above requirements.
• Analyze existing data and optimize them for standardization across the company.
• Set up and maintain BI tools(MS BI is preferable), infrastructure, and integration with company data sources.
• Work with IHQ BI specialist, business analysist, and data collection application engineers. Propose data schema and data flow optimization for reporting performance and enhancement as needed.","• Adept at the use of BI reporting tools such as Power BI, QlikView, and others
• Understanding data modeling, data schemas (normalized, flat, star, snowflake, etc.) and ETL processes.
• Understanding database operations and optimization for Microsoft SQL Server over Azure. Knowledge about the Azure analytics is plus. ","• 유통/NW 마케팅 관련 업무 개발 경험
• 영어(기술문서/회화) 가능자
• 새로운 IT 기술에 대해 지속적으로 학습하고 빠른 습득력과 적응력을 갖춘 지원자",상시,8,2017-3-22,,"중소기업, 외국인 투자기업, 유한회사",466
65,로보코리아,[로보코리아] ML Engineer (Application Engineer),https://www.jumpit.co.kr/position/21066,서울,강남구,"테헤란로25길 7, 6층",경력 1~5년,무관,"AI/인공지능, MachineLearning, TensorFlow, Python, PyTorch","• Research 팀에서 개발한 모델에 대한 재학습 및 후처리를 통해 실제 서빙되는 AI 모델 개발
• QA 과정에서 확인된 이슈 분석 및 해결 방안 도출
• 체계적인 방식의 AI 모델 재학습 및 평가 방식 개발","• 책임감과 꼼꼼함을 지니신 분
• AI 연구 자체보단 실제 프로덕트에 적용되는 AI 기술에 더 욕심이 있으신 분
• Python 언어를 사용한 개발에 익숙하신 분
• PyTorch, TensorFlow 등의 프레임워크를 활용한 딥러닝 모델 학습 및 평가 경험이 있으신 분
• 머신러닝에 대한 기본적인 이해가 있으신 분","• 글로벌 Research Team 과의 협업을 위한 영어 커뮤니케이션 능력이 있으신 분
• PyTorch, TensorFlow 등의 프레임워크를 활용한 딥러닝 모델 구현 능력이 있으신 분
• 서비스 기반의 사고로서 유저에게 제공되는 프로덕트의 완성도에 대한 집요함이 있으신 분
• 체계적인 방식의 모델 학습 파이프라인을 기획/개발 해본 경험이 있으신 분

[이런 분을 선호합니다.]
• 솔직하신 분!
• 항상 자기계발에 진심이신 분!
• 본인 업무에 애착이 있고 잘해야만 하는 분!
• 놀 땐 놀고 일할 땐 일할 줄 아시는 분!
• 효율성과 프로세스를 고민하고 또 고민하시는 분!
• 자신의 성장을 위해 노력하시는 분!
• 매사에 주도적이고, 책임감이 강하신 분!",상시,9,2016-11-24,33,"중소기업, 주식회사, 병역특례 인증업체",210
